"","siteID","diet","totalcount","routeID","easting","northing"
"288","104_01","Vertebrates",1,104,507650,3563241
"289","104_01","Trunk arthropods",10,104,507650,3563241
"290","104_02","Aerial arthropods",2,104,507727,3564495
"291","104_02","Foliage arthropods",21,104,507727,3564495
"292","104_02","Nectar",7,104,507727,3564495
"293","104_02","Omnivorous",21,104,507727,3564495
"294","104_02","Seeds",122,104,507727,3564495
"295","104_02","Trunk arthropods",19,104,507727,3564495
"296","104_02","Ground arthropods",17,104,507727,3564495
"297","104_03","Ground arthropods",23,104,507381,3565621
"298","104_03","Nectar",3,104,507381,3565621
"299","104_03","Omnivorous",14,104,507381,3565621
"300","104_03","Foliage arthropods",7,104,507381,3565621
"301","104_03","Trunk arthropods",23,104,507381,3565621
"302","104_03","Vertebrates",1,104,507381,3565621
"303","104_03","Seeds",187,104,507381,3565621
"304","104_04","Foliage arthropods",2,104,507967,3565803
"305","104_04","Omnivorous",20,104,507967,3565803
"306","104_04","Seeds",188,104,507967,3565803
"307","104_04","Trunk arthropods",7,104,507967,3565803
"308","104_04","Ground arthropods",13,104,507967,3565803
"309","104_05","Ground arthropods",17,104,507094,3566833
"310","104_05","Omnivorous",23,104,507094,3566833
"311","104_05","Seeds",219,104,507094,3566833
"312","104_05","Aerial arthropods",1,104,507094,3566833
"313","104_05","Trunk arthropods",21,104,507094,3566833
"314","104_06","Foliage arthropods",9,104,507327,3567382
"315","104_06","Fruits",1,104,507327,3567382
"316","104_06","Ground arthropods",12,104,507327,3567382
"317","104_06","Seeds",235,104,507327,3567382
"318","104_06","Trunk arthropods",27,104,507327,3567382
"319","104_06","Vertebrates",1,104,507327,3567382
"320","104_06","Omnivorous",16,104,507327,3567382
"321","104_07","Ground arthropods",22,104,507082,3568105
"322","104_07","Nectar",2,104,507082,3568105
"323","104_07","Omnivorous",17,104,507082,3568105
"324","104_07","Seeds",172,104,507082,3568105
"325","104_07","Trunk arthropods",12,104,507082,3568105
"326","104_07","Vertebrates",2,104,507082,3568105
"327","104_07","Foliage arthropods",2,104,507082,3568105
"328","104_08","Aerial arthropods",2,104,508648,3568445
"329","104_08","Foliage arthropods",1,104,508648,3568445
"330","104_08","Nectar",3,104,508648,3568445
"331","104_08","Omnivorous",27,104,508648,3568445
"332","104_08","Seeds",206,104,508648,3568445
"333","104_08","Ground arthropods",7,104,508648,3568445
"334","104_08","Trunk arthropods",9,104,508648,3568445
"335","104_09","Ground arthropods",8,104,508209,3569807
"336","104_09","Omnivorous",16,104,508209,3569807
"337","104_09","Seeds",170,104,508209,3569807
"338","104_09","Foliage arthropods",11,104,508209,3569807
"339","104_09","Trunk arthropods",10,104,508209,3569807
"340","104_10","Aerial arthropods",2,104,509244,3570810
"341","104_10","Foliage arthropods",14,104,509244,3570810
"342","104_10","Fruits",3,104,509244,3570810
"343","104_10","Nectar",5,104,509244,3570810
"344","104_10","Omnivorous",17,104,509244,3570810
"345","104_10","Seeds",123,104,509244,3570810
"346","104_10","Ground arthropods",29,104,509244,3570810
"347","104_10","Vertebrates",1,104,509244,3570810
"348","104_10","Trunk arthropods",8,104,509244,3570810
"349","104_11","Fruits",3,104,509885,3570432
"350","104_11","Ground arthropods",21,104,509885,3570432
"351","104_11","Nectar",3,104,509885,3570432
"352","104_11","Foliage arthropods",7,104,509885,3570432
"353","104_11","Seeds",227,104,509885,3570432
"354","104_11","Trunk arthropods",13,104,509885,3570432
"355","104_11","Omnivorous",3,104,509885,3570432
"356","105_01","Aerial arthropods",2,105,506601,3564099
"357","105_01","Fruits",1,105,506601,3564099
"358","105_01","Ground arthropods",19,105,506601,3564099
"359","105_01","Omnivorous",48,105,506601,3564099
"360","105_01","Foliage arthropods",7,105,506601,3564099
"361","105_01","Trunk arthropods",24,105,506601,3564099
"362","105_01","Vertebrates",3,105,506601,3564099
"363","105_01","Seeds",253,105,506601,3564099
"364","105_02","Foliage arthropods",3,105,506628,3565812
"365","105_02","Fruits",1,105,506628,3565812
"366","105_02","Omnivorous",18,105,506628,3565812
"367","105_02","Seeds",203,105,506628,3565812
"368","105_02","Trunk arthropods",25,105,506628,3565812
"369","105_02","Ground arthropods",20,105,506628,3565812
"370","105_02","Vertebrates",2,105,506628,3565812
"371","105_03","Aerial arthropods",4,105,506111,3566305
"372","105_03","Ground arthropods",41,105,506111,3566305
"373","105_03","Nectar",1,105,506111,3566305
"374","105_03","Seeds",587,105,506111,3566305
"375","105_03","Trunk arthropods",16,105,506111,3566305
"376","105_03","Vertebrates",2,105,506111,3566305
"377","105_03","Omnivorous",40,105,506111,3566305
"378","105_04","Aerial arthropods",1,105,506007,3567292
"379","105_04","Nectar",1,105,506007,3567292
"380","105_04","Omnivorous",19,105,506007,3567292
"381","105_04","Seeds",156,105,506007,3567292
"382","105_04","Ground arthropods",17,105,506007,3567292
"383","105_04","Vertebrates",1,105,506007,3567292
"384","105_04","Trunk arthropods",10,105,506007,3567292
"385","105_05","Foliage arthropods",1,105,506176,3568962
"386","105_05","Ground arthropods",9,105,506176,3568962
"387","105_05","Seeds",187,105,506176,3568962
"388","105_05","Trunk arthropods",13,105,506176,3568962
"389","105_05","Omnivorous",21,105,506176,3568962
"390","105_06","Foliage arthropods",3,105,506343,3569895
"391","105_06","Ground arthropods",17,105,506343,3569895
"392","105_06","Nectar",2,105,506343,3569895
"393","105_06","Seeds",204,105,506343,3569895
"394","105_06","Trunk arthropods",12,105,506343,3569895
"395","105_06","Omnivorous",41,105,506343,3569895
"396","105_07","Foliage arthropods",1,105,507851,3569441
"397","105_07","Ground arthropods",18,105,507851,3569441
"398","105_07","Omnivorous",23,105,507851,3569441
"399","105_07","Seeds",197,105,507851,3569441
"400","105_07","Fruits",1,105,507851,3569441
"401","105_07","Vertebrates",3,105,507851,3569441
"402","105_07","Trunk arthropods",15,105,507851,3569441
"403","105_08","Aerial arthropods",3,105,507833,3570092
"404","105_08","Foliage arthropods",2,105,507833,3570092
"405","105_08","Fruits",5,105,507833,3570092
"406","105_08","Nectar",2,105,507833,3570092
"407","105_08","Omnivorous",16,105,507833,3570092
"408","105_08","Seeds",115,105,507833,3570092
"409","105_08","Ground arthropods",5,105,507833,3570092
"410","105_08","Trunk arthropods",8,105,507833,3570092
"411","105_09","Aerial arthropods",1,105,508463,3569969
"412","105_09","Foliage arthropods",3,105,508463,3569969
"413","105_09","Fruits",6,105,508463,3569969
"414","105_09","Nectar",3,105,508463,3569969
"415","105_09","Omnivorous",34,105,508463,3569969
"416","105_09","Seeds",119,105,508463,3569969
"417","105_09","Trunk arthropods",13,105,508463,3569969
"418","105_09","Vertebrates",1,105,508463,3569969
"419","105_09","Ground arthropods",8,105,508463,3569969
"420","105_10","Aerial arthropods",2,105,509207,3571877
"421","105_10","Foliage arthropods",6,105,509207,3571877
"422","105_10","Fruits",6,105,509207,3571877
"423","105_10","Omnivorous",8,105,509207,3571877
"424","105_10","Seeds",210,105,509207,3571877
"425","105_10","Trunk arthropods",22,105,509207,3571877
"426","105_10","Ground arthropods",18,105,509207,3571877
"427","105_10","Vertebrates",4,105,509207,3571877
"428","105_11","Fruits",7,105,509430,3571323
"429","105_11","Ground arthropods",46,105,509430,3571323
"430","105_11","Nectar",12,105,509430,3571323
"431","105_11","Omnivorous",3,105,509430,3571323
"432","105_11","Seeds",478,105,509430,3571323
"433","105_11","Trunk arthropods",18,105,509430,3571323
"434","105_11","Foliage arthropods",6,105,509430,3571323
"435","105_12","Foliage arthropods",1,105,509853,3572595
"436","105_12","Ground arthropods",9,105,509853,3572595
"437","105_12","Nectar",1,105,509853,3572595
"438","105_12","Trunk arthropods",14,105,509853,3572595
"439","105_12","Vertebrates",2,105,509853,3572595
"440","105_12","Seeds",127,105,509853,3572595
"441","105_13","Aerial arthropods",1,105,509912,3573294
"442","105_13","Ground arthropods",15,105,509912,3573294
"443","105_13","Nectar",1,105,509912,3573294
"444","105_13","Omnivorous",2,105,509912,3573294
"445","105_13","Seeds",215,105,509912,3573294
"446","105_13","Trunk arthropods",22,105,509912,3573294
"447","105_13","Foliage arthropods",10,105,509912,3573294
"448","106_01","Aerial arthropods",3,106,506704,3562633
"449","106_01","Foliage arthropods",4,106,506704,3562633
"450","106_01","Ground arthropods",16,106,506704,3562633
"451","106_01","Seeds",445,106,506704,3562633
"452","106_01","Trunk arthropods",31,106,506704,3562633
"453","106_01","Omnivorous",28,106,506704,3562633
"454","106_02","Aerial arthropods",9,106,505772,3563189
"455","106_02","Ground arthropods",5,106,505772,3563189
"456","106_02","Nectar",2,106,505772,3563189
"457","106_02","Omnivorous",18,106,505772,3563189
"458","106_02","Seeds",325,106,505772,3563189
"459","106_02","Trunk arthropods",7,106,505772,3563189
"460","106_02","Vertebrates",1,106,505772,3563189
"461","106_02","Foliage arthropods",8,106,505772,3563189
"462","106_03","Aerial arthropods",1,106,506321,3563574
"463","106_03","Foliage arthropods",17,106,506321,3563574
"464","106_03","Nectar",1,106,506321,3563574
"465","106_03","Omnivorous",53,106,506321,3563574
"466","106_03","Seeds",388,106,506321,3563574
"467","106_03","Ground arthropods",26,106,506321,3563574
"468","106_03","Vertebrates",2,106,506321,3563574
"469","106_03","Trunk arthropods",23,106,506321,3563574
"470","106_04","Foliage arthropods",18,106,505164,3564705
"471","106_04","Fruits",1,106,505164,3564705
"472","106_04","Ground arthropods",59,106,505164,3564705
"473","106_04","Aerial arthropods",5,106,505164,3564705
"474","106_04","Omnivorous",42,106,505164,3564705
"475","106_04","Seeds",359,106,505164,3564705
"476","106_04","Trunk arthropods",19,106,505164,3564705
"477","106_04","Nectar",1,106,505164,3564705
"478","106_04","Vertebrates",1,106,505164,3564705
"479","106_05","Aerial arthropods",12,106,505841,3565613
"480","106_05","Foliage arthropods",12,106,505841,3565613
"481","106_05","Fruits",2,106,505841,3565613
"482","106_05","Omnivorous",22,106,505841,3565613
"483","106_05","Seeds",307,106,505841,3565613
"484","106_05","Trunk arthropods",31,106,505841,3565613
"485","106_05","Ground arthropods",21,106,505841,3565613
"486","106_06","Aerial arthropods",8,106,505972,3566295
"487","106_06","Ground arthropods",15,106,505972,3566295
"488","106_06","Nectar",11,106,505972,3566295
"489","106_06","Omnivorous",46,106,505972,3566295
"490","106_06","Foliage arthropods",17,106,505972,3566295
"491","106_06","Trunk arthropods",25,106,505972,3566295
"492","106_06","Vertebrates",1,106,505972,3566295
"493","106_06","Seeds",324,106,505972,3566295
"494","106_07","Aerial arthropods",1,106,505692,3567176
"495","106_07","Ground arthropods",18,106,505692,3567176
"496","106_07","Nectar",11,106,505692,3567176
"497","106_07","Omnivorous",16,106,505692,3567176
"498","106_07","Seeds",472,106,505692,3567176
"499","106_07","Trunk arthropods",23,106,505692,3567176
"500","106_07","Vertebrates",4,106,505692,3567176
"501","106_07","Foliage arthropods",10,106,505692,3567176
"502","106_08","Aerial arthropods",1,106,505955,3568060
"503","106_08","Foliage arthropods",13,106,505955,3568060
"504","106_08","Nectar",4,106,505955,3568060
"505","106_08","Omnivorous",33,106,505955,3568060
"506","106_08","Seeds",391,106,505955,3568060
"507","106_08","Ground arthropods",19,106,505955,3568060
"508","106_08","Vertebrates",5,106,505955,3568060
"509","106_08","Trunk arthropods",27,106,505955,3568060
"510","106_09","Ground arthropods",6,106,505306,3569493
"511","106_09","Nectar",3,106,505306,3569493
"512","106_09","Omnivorous",13,106,505306,3569493
"513","106_09","Foliage arthropods",5,106,505306,3569493
"514","106_09","Trunk arthropods",14,106,505306,3569493
"515","106_09","Vertebrates",3,106,505306,3569493
"516","106_09","Seeds",261,106,505306,3569493
"517","106_10","Aerial arthropods",2,106,505607,3570413
"518","106_10","Fruits",7,106,505607,3570413
"519","106_10","Ground arthropods",35,106,505607,3570413
"520","106_10","Nectar",6,106,505607,3570413
"521","106_10","Foliage arthropods",10,106,505607,3570413
"522","106_10","Seeds",485,106,505607,3570413
"523","106_10","Trunk arthropods",35,106,505607,3570413
"524","106_10","Vertebrates",1,106,505607,3570413
"525","106_10","Omnivorous",16,106,505607,3570413
"526","106_11","Aerial arthropods",2,106,506202,3570703
"527","106_11","Ground arthropods",10,106,506202,3570703
"528","106_11","Nectar",6,106,506202,3570703
"529","106_11","Omnivorous",25,106,506202,3570703
"530","106_11","Foliage arthropods",3,106,506202,3570703
"531","106_11","Trunk arthropods",20,106,506202,3570703
"532","106_11","Vertebrates",2,106,506202,3570703
"533","106_11","Seeds",433,106,506202,3570703
"534","106_12","Aerial arthropods",4,106,505886,3571625
"535","106_12","Fruits",6,106,505886,3571625
"536","106_12","Ground arthropods",21,106,505886,3571625
"537","106_12","Nectar",13,106,505886,3571625
"538","106_12","Omnivorous",57,106,505886,3571625
"539","106_12","Seeds",343,106,505886,3571625
"540","106_12","Trunk arthropods",11,106,505886,3571625
"541","106_12","Vertebrates",6,106,505886,3571625
"542","106_12","Foliage arthropods",11,106,505886,3571625
"543","107_01","Aerial arthropods",17,107,504878,3565034
"544","107_01","Ground arthropods",19,107,504878,3565034
"545","107_01","Omnivorous",30,107,504878,3565034
"546","107_01","Seeds",336,107,504878,3565034
"547","107_01","Foliage arthropods",2,107,504878,3565034
"548","107_01","Vertebrates",1,107,504878,3565034
"549","107_01","Trunk arthropods",12,107,504878,3565034
"550","107_02","Foliage arthropods",16,107,504000,3566755
"551","107_02","Fruits",1,107,504000,3566755
"552","107_02","Ground arthropods",9,107,504000,3566755
"553","107_02","Nectar",3,107,504000,3566755
